"id","sku_name","base_price","cogs","category"
P966750,GA_PM-200-137350,635100.0,438190.0,Women Fashion
P301191,HP_Monitor-V193,633360.0,481342.0,Computing
P349636,Audionic_Rb 105,632200.0,455184.0,Computing
P813711,Dany_Masti-8 ,632200.0,455184.0,Entertainment
P972044,MORG_GCS 17,632200.0,486794.0,Health & Sports
P962189,Monocruiser_BL-318C Bike,632200.0,442540.0,Kids & Baby
P902203,rhythm_G1105S-03,632142.0,417194.0,Men Fashion
P408307,Castillo_CK-745-Green-42,630750.0,479370.0,Men Fashion
P504676,zaffiro_Z-P-069,612596.0,441032.0,Beauty & Grooming
P596467,HAS_1030,612248.0,544852.0,Entertainment
P439626,Casio_EFR-546L-2AVUDF,609000.0,517650.0,Men Fashion
P353798,JBS_WEN-034,609000.0,505470.0,Home & Living
P471274,rhythm_G1107S-04,608942.0,499322.0,Men Fashion
P920036,rhythm_G1107S-03,608942.0,438422.0,Men Fashion
P874899,JBS_CRY-024,602910.0,373752.0,Home & Living
P143153,interwood_HA-K17W105-23575,602040.0,463536.0,Home & Living
P679912,timex_TW4B09000,600300.0,474208.0,Men Fashion
P517130,dawlance_WM-5100 White,597400.0,436102.0,Appliances
P433145,SFEVER_MP216,597400.0,358440.0,Beauty & Grooming
P513964,HOS_YSLEW90,597400.0,483894.0,Beauty & Grooming
P287260,timex_T2P232,596240.0,512720.0,Women Fashion
P634260,scent_CALVIN KLEIN FRESH 75ML,594500.0,362616.0,Others
P978525,IKEA_40103751,591600.0,414120.0,Home & Living
P573156,Omron_HBF-508-E,589570.0,377290.0,Health & Sports
P184427,mm_AG-9031,587540.0,522870.0,Appliances
P605642,Timex_TW00PR205,584930.0,491318.0,Men Fashion
P622474,sony_CMT-S20,580000.0,371200.0,Entertainment
P629434,coleman_Marine White Cooler 70QT,580000.0,522000.0,Home & Living
P450455,Culzado_CZM-260-42,580000.0,382800.0,Men Fashion
P624971,culzado_AXIS-41,580000.0,394400.0,Men Fashion
P163740,Atlas_AT-1500-180W,579942.0,521942.0,Appliances
P134165,Atiqa_mega-sale-box-set,579942.0,394342.0,Beauty & Grooming
P379465,Transcend_ TS2TSJ25H3B,579942.0,434942.0,Computing
P591586,Transcend_TS2TSJ25H3P,579942.0,458142.0,Computing
P210137,HOS_ELWMW100,579420.0,440336.0,Beauty & Grooming
P948525,sehgalmotors_189146,579420.0,475078.0,Superstore
P718952,seagate_SG E-2TB,576230.0,432158.0,Others
P792491,dawlance_DW396HP,575070.0,488766.0,Appliances
P953248,Audionic Reborn RB-90,574200.0,424908.0,Computing
P951333,WD_WD - MP - 2TB,572460.0,435058.0,Others
P504512,it_Imp-luxe17-07,571300.0,388484.0,Women Fashion
P678246,timex_T25771,571300.0,508428.0,Women Fashion
P505169,it_Imp-luxe17-01,571300.0,462724.0,Women Fashion
P177278,seagate_STDR2000300-2TB,568400.0,409248.0,Computing
P665332,GC_GCS058,568400.0,437668.0,Superstore
P379182,Victorinox_  TRAVELLER KIT,562600.0,343186.0,Men Fashion
P477231,VPN_VPN 702-B,556800.0,445440.0,Health & Sports
P829472,rhythm_G1107S-02,556742.0,350726.0,Men Fashion
P618464,Monocruiser_JY D03,551000.0,468350.0,Kids & Baby
P756886,HOS-m_CDHM100,551000.0,347130.0,Beauty & Grooming
P237215,ALK_FC-16-17-A131140057,551000.0,352640.0,Women Fashion
P872958,ALK_FC-08-17-A131140049,551000.0,385700.0,Women Fashion
P313303,IDROID_BALRX7-Gold,550942.0,484822.0,Mobiles & Tablets
P754831,IDROID_BALRX7-Jet black ,550942.0,429722.0,Mobiles & Tablets
P265639,AKL_A131131293_FC-12,550420.0,401766.0,Women Fashion
P219650,Timex_TW2P80800,549840.0,494856.0,Women Fashion
P297754,audionic6-954217-566450,548100.0,361746.0,Entertainment
P607644,sehgalmotors_6508,547230.0,388484.0,Superstore
P987831,Lacie_STET2000400-2TB,545200.0,490680.0,Computing
P490466,Seagate_STEA2000400,545200.0,425256.0,Computing
P869828,SFEVER_MP213,539400.0,356004.0,Beauty & Grooming
P533392,BHA_K.E-555-C,538182.0,371316.0,Appliances
P841002,timex_T46681,536500.0,477456.0,Men Fashion
P204602,BBS_M008,533020.0,405072.0,Kids & Baby
P871469,Castillo_CW-754-Dark Brown Suede-42,532440.0,372708.0,Men Fashion
P512223,Swatch_SUBM114G,532382.0,361978.0,Women Fashion
P997843,Ricoh_Monochrome Printer-SP 212w,531280.0,371896.0,Computing
P804717,MORG_GCS 12,527800.0,422240.0,Health & Sports
P674096,Omron_HEM-7131-E,527510.0,432506.0,Health & Sports
P782727,timex_T2N779,526640.0,352814.0,Men Fashion
P976431,ChannelSpeakerSystem_HT31 2.1,526060.0,431346.0,Entertainment
P648324,coleman_Blue Cooler Combo 54QT,524900.0,425140.0,Home & Living
P303710,HOS-W_VSBSIBEDP100,522000.0,433260.0,Beauty & Grooming
P423136,ALK_FC-03-17-A131140044,522000.0,386280.0,Women Fashion
P497470,Voucher 9000,522000.0,459360.0,Others
P722865,SFEVER_MP210,522000.0,349740.0,Beauty & Grooming
P576253,ALK_FC-04-17-A131140045,522000.0,412380.0,Women Fashion
P573715,tmx_wtch_T2N533,521942.0,407102.0,Women Fashion
P838611,timex_TW2P97400,521942.0,339242.0,Men Fashion
P251714,hijabh_Jilbab-BC-872-56x,521710.0,365168.0,Women Fashion
P619707,AMT_AMT-6487,521420.0,396256.0,Entertainment
P164925,head_273074-UK 9,521420.0,427518.0,Men Fashion
P702289,Timex_TWEG14900,519680.0,467712.0,Men Fashion
P963185,MORG_GCS 28,516780.0,459882.0,Health & Sports
P495402,MORG_GCS 06,516200.0,371664.0,Health & Sports
P619109,SNU_SairaRizwanSR16W05,510400.0,326656.0,Women Fashion
P544140,HOS-m_RLSAFM125,510400.0,413424.0,Beauty & Grooming
P302251,Nova_NLJ-1001,507500.0,456750.0,Men Fashion
P416084,IKEA_221916,504600.0,302760.0,Home & Living
P715035,Swatch_YAS407,501062.0,370736.0,Men Fashion
P780964,Timb-app_8318J-L,500250.0,430186.0,Men Fashion
P250019,gracill_GRC-7-43,500250.0,360180.0,Men Fashion
P115727,sinbo_3467,497640.0,393124.0,Appliances
P155251,GA_FE-50-141225,497118.0,372824.0,Women Fashion
P844361,Enviro_ENR-25XDG2,496944.0,387614.0,Appliances
P505243,jackpot_JP-7991,493000.0,359890.0,Appliances
P684541,hijabh_0120-BC-759 (1)-52x,493000.0,354960.0,Women Fashion
P697647,fitn_RU00494,493000.0,384540.0,Health & Sports
P216427,ALK_FC-14-17-A131140055,493000.0,389470.0,Women Fashion
P312717,hijabh_0120-BC-759 (1)-54,493000.0,354960.0,Women Fashion
P763231,HOS_ESW90,493000.0,409190.0,Beauty & Grooming
P414014,fitn_RU00495,493000.0,428910.0,Health & Sports
P975815,ALK_FC-15-17-A131140056,493000.0,330310.0,Women Fashion
P874325,ALK_FC-07-17-A131140048,493000.0,359890.0,Women Fashion
P102780,ALK_FC-13-17-A131140054,493000.0,350030.0,Women Fashion
P209243,GA_FE-42-141217,492420.0,364356.0,Women Fashion
P356064,HP_Officejet ENVY 5530 Wireless (3-in-1),490680.0,299280.0,Computing
P318881,SNU_IM17C08,490100.0,347942.0,Women Fashion
P730475,RM_Panasonic-SC-HT31,488418.0,434652.0,Entertainment
P664665,Dawlance_MD 10 + DWB 600,488360.0,410176.0,Others
P981044,lm_FORBES MONTHLY-Subscription,487200.0,389760.0,Others
P922879,HOS_RLRW100,481400.0,414004.0,Beauty & Grooming
P757616,orient_OM-30ARW,480530.0,341156.0,Appliances
P864196,american_tourister Rome UR  66Black,478500.0,330136.0,Men Fashion
P146818,sinbo_3325,478500.0,358846.0,Appliances
P252423,Z&A_ZEES-0097,473280.0,317086.0,Beauty & Grooming
P440872,LC_3595471021182,472700.0,321436.0,Beauty & Grooming
P596142,HOS_JPGCW100,469800.0,413424.0,Beauty & Grooming
P844813,TBG_AV-B-07-Golden,469800.0,300672.0,Women Fashion
P563852,GA_PM-137-136187,468408.0,327874.0,Women Fashion
P377260,mm_AG-2098,466784.0,359368.0,Appliances
P938702,GO-Girl_694010,466320.0,401012.0,Women Fashion
P713234,GA_PM-152-136192,464000.0,343360.0,Women Fashion
P720293,MHS_Pleat Boarder -Bed Sheet - [Size] King,464000.0,338720.0,Home & Living
P602715,GA_PM-157-136194,464000.0,320160.0,Women Fashion
P914543,shubinak_SWW14-BS-240B,464000.0,315520.0,Women Fashion
P663928,GA_PM-172-136207,464000.0,417600.0,Women Fashion
P279357,GA_PM-173-136208,464000.0,283040.0,Women Fashion
P229579,GA_PM-168-136203,464000.0,361920.0,Women Fashion
P401585,GA_PM-161-136198,464000.0,287680.0,Women Fashion
P727256,GA_PM-155-136193,464000.0,385120.0,Women Fashion
P208328,GA_PM-171-136206,464000.0,399040.0,Women Fashion
P537345,GA_PM-170-136205,464000.0,408320.0,Women Fashion
P776539,shopfever_YV266HB0M2J20NAFAMZ,464000.0,310880.0,Beauty & Grooming
P261639,rhythm_G1107S-01,463942.0,315462.0,Men Fashion
P152703,SNU_ME16E-2A,463710.0,366328.0,Women Fashion
P825553,SNU_ME16E-7A,463710.0,389470.0,Women Fashion
P395976,Atalian _DV206A-Black-41,463710.0,296728.0,Men Fashion
P470836,Mausummery_0001555-SUT-AQU,463710.0,361688.0,Women Fashion
P690503,Lacie_9000146,463420.0,342896.0,Others
P266974,GA_FE-25-141203,463420.0,356816.0,Women Fashion
P149702,GA_EA-12-144988,463420.0,393878.0,Women Fashion
P563405,edifier_XM6-PF,459940.0,344926.0,Computing
P646568,phub_Armani 100ml  EDT ,458896.0,380828.0,Beauty & Grooming
P194372,hijabh_JILBAB-C-756 (1)-56x,458200.0,339068.0,Women Fashion
P521903,AM-Dark Turquoise Suit APS-5110-Small,458142.0,357338.0,Men Fashion
P504355,Ricoh_Black Laser SP-210,457910.0,343418.0,Computing
P688198,shahi_BallayÃ‚Â BallayÃ‚Â Munchy MixÃ‚Â 12-75-box,456750.0,388194.0,Soghaat
P885003,audionic_6954217856834,455300.0,409770.0,Entertainment
P894024,timex_T2N790,455300.0,309604.0,Men Fashion
P884353,HOS-m_HRMTDHM75,454140.0,290638.0,Beauty & Grooming
P272485,phub_One Million  by Paco Rabanne 100ml  EDT ,452400.0,339300.0,Beauty & Grooming
P322129,fitn_800450,452400.0,321204.0,Health & Sports
P955347,timex_T2P391,450370.0,378276.0,Men Fashion
P173440,JBS_hcd-HON-020,449500.0,328106.0,Home & Living
P669129,phub_Legend Spirit by Mont Blanc 100ml  EDT,448920.0,354612.0,Beauty & Grooming
P102648,LC_3349668532902,446600.0,330484.0,Beauty & Grooming
P402840,Timex_TW2P61600,443120.0,394342.0,Men Fashion
P955377,MHS_Metallic Cuff White-Bed Sheet - [Size] Double,440800.0,264480.0,Home & Living
P334698,MHS_Oxford-Bed Sheet - [Size] Double,440800.0,317376.0,Home & Living
P418929,madela_HARMONY BREASTPUMP,440800.0,290928.0,Kids & Baby
P417575,lamart_LMZ053,439466.0,364704.0,Home & Living
P544948,HOS-m_CPDOMM80,438770.0,394864.0,Beauty & Grooming
P275179,tmx_wtch_T28201,437900.0,385352.0,Men Fashion
P383565,GA_PM-132-136186,435000.0,374100.0,Women Fashion
P393350,Artzy_MM-02,435000.0,369750.0,Women Fashion
P511812,Fidato Ankle High Boot 309-872-42,435000.0,287100.0,Men Fashion
P988211,Fidato Ankle High Boot 309-872-41,435000.0,287100.0,Men Fashion
P266291,Fidato Ankle High Boot 309-872-45,435000.0,291450.0,Men Fashion
P928328,Fidato Ankle High Boot 309-872-40,435000.0,330600.0,Men Fashion
P743730,Getiit_Mate,435000.0,278400.0,Women Fashion
P773985,GA_PM-165-136201,435000.0,356700.0,Women Fashion
P557021,phub_Boss Bottled Night ,435000.0,334950.0,Beauty & Grooming
P573882,Ifitness_Mini-Bike,435000.0,382800.0,Health & Sports
P194342,GA_PM-167-136202,435000.0,304500.0,Women Fashion
P441981,HOS-m_YSLNHM100,435000.0,374100.0,Beauty & Grooming
P450890,Corio_C-101348 - BROWN-45,435000.0,378450.0,Men Fashion
P898726,AKL_GFKU2369-L,434710.0,347768.0,Women Fashion
P414864,GA_FE-60-141235,434420.0,338836.0,Women Fashion
P533262,Sapphire_US0679,434420.0,295394.0,Women Fashion
P195130,Sapphire_US0678,434420.0,334486.0,Women Fashion
P704549,GA_FE-58-141233,434420.0,291044.0,Women Fashion
P996730,GA_EA-18-144980,434420.0,317086.0,Women Fashion
P377349,GA_EA-14-144984,434420.0,317086.0,Women Fashion
P978455,Philips_6540,432854.0,281300.0,Beauty & Grooming
P341170,seagate_STEA1500400-1.5TB,432100.0,345680.0,Computing
P235070,Charizma_CWB1,432100.0,263552.0,Women Fashion
P933986,LC_3349668508587,429200.0,321900.0,Beauty & Grooming
P761917,Turk & Fillmore longisland ice tea-40,429200.0,291856.0,Men Fashion
P983938,MORG_GCS 13,429200.0,257520.0,Health & Sports
P518083,interwood_HF-12CR-HW-11284,427518.0,316332.0,Home & Living
P458788,Logitech_Logitech Ipad Air Keyboard Cover Connector-white,427170.0,345970.0,Computing
P164775,timex_T49988,424560.0,280198.0,Men Fashion
P357201,Cosmo_Wen Lavender,420500.0,260710.0,Beauty & Grooming
P673245,timex_T49991,419630.0,318884.0,Men Fashion
P607215,Lunarl-500,417600.0,325728.0,Computing
P996724,HOS-m_GACM75,417600.0,283968.0,Beauty & Grooming
P666317,SNU_ op16l-155A,417310.0,271208.0,Women Fashion
P877240,head_273406-UK 11,417020.0,283562.0,Men Fashion
P319315,head_273406-UK 10,417020.0,346086.0,Men Fashion
P504425,casio_MTP-E303L-7AVDF,414700.0,356642.0,Men Fashion
P629836,plk_DWI/ 941 344_76,413540.0,248124.0,School & Education
P858554,MORG_GCS 04,412380.0,317492.0,Health & Sports
P645340,BParcel_Q7S WITH Webcam 2G+8G-BLACK,411800.0,333558.0,Computing
P632123,SFEVER_GU378HB18MA4KNAFAMZ,411800.0,345912.0,Beauty & Grooming
P307223,Timex_T49990,411104.0,283620.0,Men Fashion
P631722,ST_M8820_73,409422.0,315230.0,Appliances
P133080,Herbo Natural_30,407160.0,293132.0,Health & Sports
P351814,rute2_SlimStyles MR Vanilla ,406000.0,263900.0,Health & Sports
P886999,Fidato_537-904-W-brown-41,406000.0,276080.0,Men Fashion
P673855,Fidato_537-904-W-45,406000.0,332920.0,Men Fashion
P128276,Fidato_537-904-W-40,406000.0,324800.0,Men Fashion
P837603,Q&Q_DE02J502Y,406000.0,276080.0,Men Fashion
P964141,corio_C 101150-45,406000.0,308560.0,Others
P898417,corio_c101223-45,406000.0,353220.0,Men Fashion
P788145,BParcel_Q7 2G+8G-BLACK,406000.0,304500.0,Entertainment
P977249,GMZV_FIFA 17 XBOX ONE,406000.0,345100.0,Entertainment
P775971,naushemian_#0037-M,406000.0,292320.0,Women Fashion
P226235,palwasha_SKU011,406000.0,251720.0,Women Fashion
P730840,Fidato_549-872-B-40,406000.0,267960.0,Men Fashion
P694336,HOS-m_bvlmibm100,406000.0,243600.0,Beauty & Grooming
P333128,unze_GS5632 -Brown-6,405710.0,263668.0,Men Fashion
P962651,AKL_A132138255_GFSU1344-M,405420.0,243252.0,Women Fashion
P348769,GA_FE-68-141243,405420.0,255374.0,Women Fashion
P478155,Dermalogica_666151001909,405420.0,332398.0,Beauty & Grooming
P527104,sanasafinaz_SS-1A,403100.0,310358.0,Women Fashion
P787667,sanasafinaz_SS-5B,403100.0,306356.0,Women Fashion
P891517,sanasafinaz_SS-1B,403100.0,334544.0,Women Fashion
P650191,sanasafinaz_SS-3A,403100.0,290232.0,Women Fashion
P964474,sanasafinaz_SS-3B,403100.0,286172.0,Women Fashion
P140542,SanaSafinaz_SS-2A,403100.0,342606.0,Women Fashion
P280671,sanasafinaz_SS_6B,403100.0,314418.0,Women Fashion
P338176,sanasafinaz_SS-5A,403100.0,362790.0,Women Fashion
P633207,SanaSafinaz_SS-6A,403100.0,298294.0,Women Fashion
P215611,sanasafinaz_SS-2B,403100.0,342606.0,Women Fashion
P504571,hijabh_0120-P-827-54,403100.0,266046.0,Women Fashion
P657864,hijabh_0121-C-752 (1)-56,403100.0,245862.0,Women Fashion
P870886,b&d_Vacuum Cleaner VM1430,401070.0,332862.0,Appliances
P202781,nabila_NGELIC FOR IVORY,400200.0,288144.0,Beauty & Grooming
P470236,nabila_Ngage FOR Honey,400200.0,272136.0,Beauty & Grooming
P703287,nabila_Nlight FOR creamy,400200.0,292146.0,Beauty & Grooming
P236646,Nvite for Fair Skin No Makeup Face Perfecting Palette,400200.0,256128.0,Beauty & Grooming
P338156,GA_FE-67-141242,400200.0,356178.0,Women Fashion
P894504,braun_10000893_SE5680 BFS MEA ,400200.0,272136.0,Beauty & Grooming
P625909,HOS_DNGPF100,400200.0,292146.0,Beauty & Grooming
P856998,Ifitness_Ab-King-pros,400200.0,308154.0,Health & Sports
P505418,Transcend_TS1TSJ25M3E,400142.0,276080.0,Computing
P440933,head_273305-UK 8,399620.0,255722.0,Men Fashion
P870040,timex_T2P521,399040.0,347130.0,Men Fashion
P387683,timex_T2P045,399040.0,351132.0,Men Fashion
P547834,timex_T2P517,399040.0,323176.0,Men Fashion
P803301,HP_White-DeskJet-3635,397880.0,270512.0,Computing
P912809,AKL_A131130455_SS-145_Black,397300.0,242324.0,Women Fashion
P797760,AKL_A131130456_SS-145_Navy Blue,397300.0,313838.0,Women Fashion
P880103,Omron_MC-720-E,397184.0,337560.0,Health & Sports
P484518,timex_T2P392,395850.0,281010.0,Men Fashion
P423636,MORG_GCS 01,394400.0,287912.0,Health & Sports
P755612,Audionic_Rex 65,394400.0,244528.0,Computing
P487968,Philips_Bundle Offer AT890 HP 8110,394400.0,276080.0,Beauty & Grooming
P178407,Timex_TW000X602,394400.0,260304.0,Women Fashion
P545689,Akl_GFSU1270_Beige-L,394168.0,327120.0,Women Fashion
P940945,TBG_AV-B-05-Multi Color,391500.0,274050.0,Women Fashion
P420961,TBG_AV-B-02-Maroon,391500.0,281880.0,Women Fashion
P324294,sanasafinaz_march16_7A-Nationwide Delivery,391500.0,274050.0,Women Fashion
P356360,LC_8411061602522,385700.0,339416.0,Others
P994010,starlet_A208-18J-Black-44,384192.0,280430.0,Men Fashion
P119057,WD_WD - MP - 1TB,383670.0,249342.0,Computing
P829337,SFEVER_GI377HB01ZASGNAFAMZ,382800.0,302412.0,Beauty & Grooming
P330414,timex_T2P449,382742.0,275558.0,Men Fashion
P596008,danielk_DK10947-2-Navy,382742.0,344462.0,Women Fashion
P326272,sanasafinaz_SS-11A,379900.0,319116.0,Women Fashion
P652660,sanasafinaz_SS-12A,379900.0,246906.0,Women Fashion
P288016,sanasafinaz_SS-9B,379900.0,254504.0,Women Fashion
P185040,seagate_SG E-1TB,377638.0,332282.0,Computing
P253081,JBS_CRY-019,377000.0,327990.0,Home & Living
P107333,GA_CT-211-136128,377000.0,331760.0,Women Fashion
P459512,corio_JC 43-41,377000.0,275210.0,Men Fashion
P476808,corio_JC 01-40,377000.0,271440.0,Men Fashion
P494258,Naushemian_#0022-S,377000.0,245050.0,Others
P802005,AKL_A01136169-AW-06-Beige,377000.0,294060.0,Women Fashion
P654052,shubinak_SWWF14-Kurta-011-M - 36,377000.0,301600.0,Women Fashion
P368222,corio_JC 57-43,377000.0,305370.0,Men Fashion
P143931,corio_JC 53-45,377000.0,233740.0,Men Fashion
P460847,Arino_AF-008-42,377000.0,316680.0,Men Fashion
P650393,AKL_A131135302-FW-11-Yellow,377000.0,312910.0,Women Fashion
P504861,RM_Sony-DVP-SR760,377000.0,320450.0,Entertainment
P798326,naushemian_#0034-M,377000.0,312910.0,Women Fashion
P821188,GA_CT-225-136161,377000.0,294060.0,Women Fashion
P702734,AKL_A131137857-SS-01-17,377000.0,282750.0,Women Fashion
P153488,AKL_A131137868-SS-06-17,377000.0,245050.0,Women Fashion
P764762,AKL_A131137860-SS-02-17,377000.0,229970.0,Women Fashion
P653362,corio_C 101315-42,377000.0,252590.0,Men Fashion
P666155,Ifitness_Golden-Star,377000.0,316680.0,Health & Sports
P945920,sgm_KTM-Polishing-Buffer-Heavy-Duty-For-Detailing,377000.0,278980.0,Superstore
P569905,hop_ANKM33,377000.0,286520.0,Beauty & Grooming
P660875,delsey_Delsey Tuileries 2,376942.0,263842.0,Home & Living
P396169,Transcend_TS1TSJ25M3,376942.0,256302.0,Computing
P230159,Julbo_ J4002014,376420.0,225852.0,Men Fashion
P240010,Timex_T49925,376304.0,233276.0,Men Fashion
P649604,geha_ X 5 Paper Shredder,376188.0,293422.0,School & Education
P644527,Timex_TW2P90900,376130.0,312156.0,Men Fashion
P841300,Laitalio_Cog-Tan-41-7,374100.0,258100.0,Men Fashion
P289866,phub_L eau D issey  by Issey Miyake 100ml EDT,374100.0,284316.0,Beauty & Grooming
P534675,Charizma_CS-11-Parrot Green,374100.0,231942.0,Women Fashion
P783680,shopfever_RA385HB1LNDBGNAFAMZ,374100.0,265582.0,Beauty & Grooming
P692301,Timex_TW2P79500,373520.0,302528.0,Women Fashion
P731800,Timex_TW2P61400,373520.0,287564.0,Men Fashion
P387638,Turbo_100208 Multicolor,373230.0,302296.0,Others
P520349,Julbo_ J370122,371780.0,256476.0,Men Fashion
P355737,Dawlance_MD 4N,371200.0,256128.0,Appliances
P672992,majestic_18 Pc Cookware Set - Sparkle Red,371200.0,259840.0,Home & Living
P697680,majestic_18 Pc Cookware Set - Burgandy,371200.0,311808.0,Home & Living
P490699,shubinak_SWW-F14-017-L - 38,371200.0,282112.0,Women Fashion
P488521,seagate_STEA1000400-1TB,371200.0,248704.0,Computing
P618876,head_273004-UK 10,370620.0,274224.0,Men Fashion
P894301,Timex_TI000W20300,369750.0,281010.0,Women Fashion
P372560,timex_T2P044,369750.0,273586.0,Men Fashion
P140828,timex_T49963,368880.0,295104.0,Men Fashion
P504692,TP-Link_Router-TL-WDR-3500,367488.0,330716.0,Computing
P713424,timex_T5K560,367140.0,253286.0,Men Fashion
P707431,HOS_IMPFW100,365400.0,314244.0,Beauty & Grooming
P101081,HOS-m_PR1MM100,365400.0,277704.0,Beauty & Grooming
P667294,HOS-m_HRMTDHM100,365400.0,310590.0,Beauty & Grooming
P203524,Toyworld_TW-213,365342.0,288608.0,Kids & Baby
P707319,CLICK ON_CK3245,363950.0,291160.0,Beauty & Grooming
P505115,zaffiro_Z-P-042,363834.0,287390.0,Beauty & Grooming
P475505,sanasafinaz_SS-14A,362500.0,257346.0,Women Fashion
P451789,AKL_A131128720_SS-14_Grey,362500.0,308096.0,Women Fashion
P218603,Geepas_GK6862,362500.0,315346.0,Appliances
P504915,zaffiro_Z-P-059,361572.0,263900.0,Beauty & Grooming
P909783,HOS_GUCENVW100,360180.0,302528.0,Beauty & Grooming
P616077,Audionic_Mehfil MH-20,359600.0,269700.0,Entertainment
P348472,HOS_GVYVIW75,359600.0,262508.0,Beauty & Grooming
P960615,Toyworld_TW-100,359600.0,276892.0,Kids & Baby
P380707,Turk & Fillmore_hutchence Tan brown-43,359600.0,248124.0,Men Fashion
P585010,phub_Light Blue  by Dolce & Gabbana 100ml EDT,359136.0,308850.0,Beauty & Grooming
P678309,tmx_wtch_ T2E581_4,358730.0,261870.0,Men Fashion
P578899,HP_Printer-2135,357860.0,311286.0,Computing
P443595,AKL_A131130447_SS-141_Purple,357454.0,314534.0,Women Fashion
P698616,crocs_200375-ocean-C10,356700.0,281764.0,Kids & Baby
P846002,sehgalmotors_7007,354090.0,233682.0,Superstore
P213998,asimjofaeid_AJL-1A,353568.0,212106.0,Women Fashion
P451831,TBG_AV-B-01-Golden,352350.0,274804.0,Women Fashion
P176270,GA_PM-162-136199,351306.0,231826.0,Women Fashion
P599197,GA_PM-143-136189,351306.0,238844.0,Women Fashion
P221875,dawlance_Microwave Oven MD-7 - 20 litres,351190.0,263378.0,Appliances
P462042,AKL_A131131284_FC-03,351016.0,252706.0,Women Fashion
P504709,AKL_A131131283_FC-02,351016.0,301832.0,Women Fashion
P504363,casio_MTP-E305D-2AVDF,350900.0,280720.0,Men Fashion
P887205,Timex_L502,350320.0,297772.0,Men Fashion
P482878,Rai_Ra21-Pistachio Green-Medium,348000.0,250560.0,Women Fashion
P805830,Am-PTV_VC-1029-M,348000.0,240120.0,Men Fashion
P500879,greenroot_Men Taur Ultra ,348000.0,299280.0,Health & Sports
P612273,GA_CT-186-136050,348000.0,267960.0,Women Fashion
P651526,Relaxsit_RS-70,348000.0,254040.0,Home & Living
P982810,Cherrys_SK-628-M,348000.0,288840.0,Men Fashion
P799988,Relaxsit_RS-72,348000.0,295800.0,Home & Living
P110552,fitn_2730442,348000.0,229680.0,Health & Sports
P753586,Voucher 6000,348000.0,219240.0,Others
P400640,FESFEducate-a-Child-for-a-Month,348000.0,295800.0,Others
P761307,Telemall_MM-DR-AF,347942.0,208742.0,Health & Sports
P115658,Timex_TW000Q808,347942.0,278342.0,Women Fashion
P100134,akl-GFSU1265-M,347710.0,302470.0,Women Fashion
P756365,akl-GFSU1265-L,347710.0,278168.0,Women Fashion
P619306,GMZV_1005,347420.0,215354.0,Entertainment
P646108,AKL_A131128708_SS-8_Pink,346550.0,266800.0,Women Fashion
P689194,HAS_1026,344462.0,310010.0,Entertainment
P262133,SUPER ASIA_GH 106-SUPER SAVER SERIES 6 LITERS,342490.0,232870.0,Appliances
P110969,Relaxer_LSP 01 A-Green,342200.0,246384.0,Home & Living
P138368,Relaxer_LSP 02 A-Blue,342200.0,208742.0,Home & Living
P471425,Sapphire_US0411,342200.0,212164.0,Women Fashion
P201274,Omega_Omega_17Pcs Non-Stick Cookware Set,342200.0,246384.0,Home & Living
P578752,Sapphire_US0410,342200.0,304558.0,Women Fashion
P227752,Sapphire_US0413,342200.0,253228.0,Women Fashion
P754543,SFEVER_GU378HB0MW1K0NAFAMZ,342200.0,208742.0,Beauty & Grooming
P395322,HOS_ELPIW100,340170.0,207466.0,Beauty & Grooming
P779004,majestic_15 Pc Cookware Set - Antique Grey,339300.0,298584.0,Home & Living
P656037,majestic_15 Pc Cookware Set - Burgandy,339300.0,206944.0,Home & Living
P399362,majestic_15 Pc Cookware Set - Beige,339300.0,271440.0,Home & Living
P677068,"Nikon_Nikon COOLPIX L27 Compact Digital Camera - White (16.1MP,",336922.0,249284.0,Entertainment
P166018,audionic_6954217689999,336400.0,279212.0,Entertainment
P466252,SFEVER_CA488HB0V4HJONAFAMZ,336400.0,279212.0,Beauty & Grooming
P388345,Tri-Angels_11014-2,336400.0,215296.0,Home & Living
P654599,Relaxsit_RS-68,336400.0,232116.0,Home & Living
P921027,BParcel_MXV 1+8G-BLACK,336342.0,262334.0,Computing
P973411,Adata_Adata SSD-120 GB,335762.0,281996.0,Computing
P326260,Laitalio_Tan Edward Footmark-44,333500.0,226780.0,Men Fashion
P222813,Laitalio_Black Bruno Footmark-42,333500.0,253460.0,Men Fashion
P408158,GMZV_WWE 2K17-XboX one,329440.0,204218.0,Entertainment
P304481,timex_T2N695,329440.0,256940.0,Men Fashion
P436970,timex_T49961,328280.0,288840.0,Men Fashion
P641317,Moulinex _A320,327700.0,271962.0,Appliances
P922939,majestic_15 Pieces Cookware Set,326250.0,212048.0,Home & Living
P172406,majestic_Sage Green 15 Pieces Cookware,326250.0,287100.0,Home & Living
P147937,HOS_CH212W100,325380.0,286288.0,Beauty & Grooming
P635177,Julbo_ J4512014,325380.0,221212.0,Men Fashion
P199555,asimjofaeanew_5A,324626.0,249922.0,Women Fashion
P256641,GA_SS-135-136179,322016.0,244702.0,Women Fashion
P741997,Geepas_GTR6229,321842.0,251024.0,Beauty & Grooming
P575883,AKL_A131128715_SS-127_Purple,319232.0,248994.0,Women Fashion
